distance_km,traffic_level,weather,peak_hour,special_event,passenger_density,historical_delay,avg_speed,predicted_eta
10.46,6,Fog,1,1,65,11,49,78.44
28.13,6,Fog,1,0,53,3,31,89.36
25.83,8,Rain,1,0,77,10,51,100.54
18.54,5,Rain,0,1,70,10,42,82.14
7.87,10,Rain,1,1,37,7,35,79.78
34.95,5,Rain,1,0,58,5,47,102.23
6.53,10,Fog,0,1,97,9,44,69.41
12.01,5,Rain,0,0,50,1,37,46.6
20.09,4,Fog,1,1,80,7,30,87.71
18.69,6,Rain,1,1,52,0,60,83.98
16.25,5,Fog,1,1,27,3,60,72.85
8.47,3,Rain,1,0,30,4,29,45.89
19.43,6,Rain,0,1,88,13,60,91.65
33.86,10,Rain,1,0,63,12,47,120.95
10.22,9,Rain,0,0,86,9,25,65.54
32.93,4,Rain,1,0,49,4,48,96.92
24.62,8,Clear,1,0,60,3,25,83.21
19.69,9,Clear,0,0,92,9,39,72.78
22.96,2,Clear,0,0,87,4,27,56.85
30.27,8,Fog,0,0,45,14,39,96.04
28.48,9,Clear,0,0,78,15,42,93.04
26.51,1,Fog,0,0,27,8,33,66.77
30.6,5,Clear,1,1,79,8,60,102.17
4.67,10,Clear,0,1,21,10,32,55.22
28.83,3,Clear,1,0,51,15,27,87.33
17.77,10,Rain,0,0,92,10,58,80.95
19.52,6,Rain,0,0,69,11,24,74.86
20.16,2,Clear,1,1,84,11,25,82.93
25.37,7,Clear,0,0,29,4,45,67.58
17.87,3,Clear,0,1,78,7,31,65.56
13.92,6,Clear,1,1,85,13,45,80.26
30.58,3,Clear,0,1,77,1,46,82.86
27.81,10,Clear,0,0,93,0,22,81.4
22.19,3,Clear,1,1,21,14,40,85.04
29.5,2,Rain,0,0,87,15,43,86.58
34.8,4,Fog,0,1,88,15,39,110.42
10.9,9,Rain,0,0,98,4,44,62.65
20.94,4,Rain,1,0,100,11,40,86.2
23.9,4,Rain,1,1,40,8,39,94.16
12.14,4,Fog,1,0,85,10,49,63.8
9.44,9,Clear,1,1,53,7,54,74.28
25.11,3,Fog,0,1,40,12,33,83.66
18.03,7,Clear,0,0,58,8,41,61.26
26.85,3,Clear,1,0,57,4,44,76.26
28.8,10,Clear,0,0,42,13,26,94.04
29.67,2,Clear,0,1,62,10,24,83.69
12.6,9,Clear,0,1,62,14,60,76.67
19.56,4,Rain,0,0,52,1,31,57.74
15.26,7,Rain,1,1,79,3,26,83.37
31.57,1,Fog,1,0,96,3,39,85.12
5.52,4,Fog,0,0,53,8,39,35.52
22.94,10,Clear,1,1,96,2,55,96.34
15.95,7,Rain,1,0,98,7,43,80.98
2.24,2,Rain,0,0,38,7,30,25.29
20.54,3,Clear,1,0,46,6,36,64.55
15.67,3,Rain,0,0,43,15,23,63.56
14.41,1,Clear,0,1,27,7,32,51.11
27.34,2,Clear,0,0,98,2,38,65.93
14.53,9,Fog,1,1,65,9,37,90.2
23.56,2,Clear,1,1,71,10,44,83.5
6.25,2,Clear,0,1,34,6,21,34.98
25.69,3,Rain,1,1,44,10,51,98.57
31.88,10,Rain,0,1,98,2,41,111.78
26.28,7,Fog,1,1,29,6,40,98.18
33.02,1,Rain,0,1,87,3,47,93.63
9.37,2,Rain,1,0,96,5,34,52.7
22.41,7,Fog,1,1,26,3,33,91.34
31.47,10,Fog,0,1,30,5,28,106.75
17.49,8,Rain,1,0,37,11,24,85.4
18.92,10,Rain,1,0,63,10,20,94.06
32.39,1,Rain,0,1,23,6,37,88.7
3.42,3,Rain,1,1,66,10,28,58.87
22.33,8,Fog,1,1,87,5,44,100.21
9.74,9,Fog,1,0,33,8,39,64.44
8.49,2,Fog,0,0,25,1,49,30.23
22.13,10,Rain,0,1,54,3,40,90.88
27.78,1,Clear,0,1,95,3,25,74.82
19.26,9,Rain,1,1,33,6,34,95.22
5.43,6,Fog,1,0,24,0,48,42.81
28.87,7,Clear,0,1,69,5,23,90.02
16.82,9,Rain,1,1,24,2,30,85.39
22.05,3,Clear,1,0,34,14,48,72.14
17.14,10,Clear,0,1,69,10,58,82.11
18.11,9,Fog,1,1,94,1,42,91.25
33.83,1,Rain,0,0,79,1,49,77.64
33.46,2,Rain,1,0,28,5,57,91.05
22.9,5,Rain,1,0,74,3,26,79.12
16.33,5,Clear,0,0,88,0,22,49.74
20.04,1,Clear,1,1,81,11,38,78.86
31.08,3,Rain,1,1,71,8,25,108.17
10.92,5,Clear,0,1,82,14,39,65.07
31.29,1,Rain,0,0,100,12,29,88.37
29.44,6,Rain,0,0,45,11,59,91.47
34.54,9,Clear,0,1,32,2,45,102.67
13.29,8,Clear,1,0,36,14,57,69.23
2.12,1,Fog,0,1,85,9,24,37.84
33.09,10,Rain,1,0,70,13,37,121.43
8.79,5,Clear,1,0,76,4,42,48.78
4.13,8,Fog,0,1,28,0,32,45.33
22.33,10,Rain,0,0,87,15,21,93.52
2.18,8,Fog,0,0,35,15,57,48.0
11.57,3,Clear,1,1,30,6,20,59.33
31.19,7,Rain,0,0,29,15,46,100.96
28.09,9,Rain,1,1,66,5,40,113.55
28.1,5,Fog,0,0,22,14,40,83.86
10.24,4,Fog,1,0,41,4,36,50.7
26.06,6,Fog,0,0,52,0,57,72.59
4.06,8,Fog,1,1,28,6,53,61.0
6.21,7,Rain,1,1,49,6,49,69.52
8.84,10,Fog,1,0,62,12,28,72.82
4.65,8,Rain,1,0,25,3,53,51.29
11.76,8,Clear,0,1,58,5,26,62.58
27.21,1,Rain,0,0,99,2,53,70.73
20.97,3,Clear,0,0,35,11,43,58.75
9.99,5,Rain,0,1,51,10,32,64.23
14.76,2,Clear,1,1,22,1,30,55.4
4.74,9,Fog,1,1,96,13,21,79.05
14.19,8,Rain,1,0,32,8,47,74.83
26.74,9,Clear,1,1,33,14,23,110.61
22.26,4,Fog,0,1,49,8,44,79.37
17.05,1,Fog,1,1,30,11,39,74.7
9.8,10,Clear,0,1,83,7,51,67.63
9.28,2,Fog,0,1,100,10,37,57.89
26.79,4,Clear,0,0,64,11,46,73.23
20.83,4,Rain,1,1,54,10,24,92.42
12.22,3,Clear,1,1,62,14,29,70.88
8.15,10,Clear,1,0,98,9,45,68.01
27.19,5,Clear,1,0,66,2,47,77.61
33.21,10,Rain,0,0,89,11,43,112.68
19.54,3,Clear,0,0,60,13,52,62.2
5.84,9,Clear,0,1,50,4,22,53.3
8.28,5,Clear,1,1,22,7,29,59.79
6.4,4,Clear,0,0,97,14,36,44.05
29.98,6,Clear,0,1,23,14,48,97.19
10.03,9,Clear,0,0,65,6,25,51.21
4.94,9,Rain,0,0,46,15,54,56.44
4.87,8,Clear,1,1,70,10,45,64.45
9.67,8,Rain,0,0,54,0,29,49.67
25.2,4,Fog,0,0,28,10,41,73.04
2.35,9,Fog,0,1,92,3,60,55.01
10.53,1,Rain,1,0,29,14,47,56.53
29.89,5,Clear,1,1,50,6,49,98.77
32.31,1,Fog,0,1,57,13,44,95.97
13.51,6,Rain,0,0,39,14,60,62.85
4.79,6,Fog,1,0,92,2,53,47.35
27.33,4,Rain,1,0,44,5,40,86.58
23.2,3,Clear,1,1,86,13,37,91.7
27.83,6,Clear,0,1,66,13,56,95.72
7.83,1,Fog,1,0,99,12,59,50.55
13.66,2,Rain,1,1,40,3,48,64.43
22.17,3,Fog,0,0,80,7,21,66.01
4.77,4,Rain,1,1,88,2,20,58.31
21.63,3,Clear,0,0,21,0,54,47.96
15.61,4,Rain,0,0,95,15,59,68.75
19.77,6,Rain,1,1,51,7,30,92.5
29.37,6,Rain,0,0,88,0,49,84.41
18.41,9,Fog,0,1,81,4,39,84.84
24.32,8,Clear,0,1,100,4,34,86.04
31.73,6,Rain,0,0,50,0,20,83.73
6.19,9,Rain,1,1,72,8,29,75.88
10.36,1,Rain,1,1,79,7,37,64.39
13.12,6,Fog,1,0,30,7,30,63.69
3.14,7,Clear,0,0,61,2,57,29.25
2.18,3,Fog,1,0,31,2,60,29.11
17.6,3,Clear,1,0,64,12,36,67.36
3.26,8,Clear,1,0,52,10,29,49.4
23.65,6,Fog,0,0,67,11,48,79.6
4.29,7,Clear,0,0,80,2,21,32.62
6.91,3,Clear,1,1,59,15,59,60.59
23.24,10,Fog,1,0,20,4,60,87.2
22.82,5,Rain,1,0,49,8,49,85.07
14.39,6,Fog,0,0,82,10,39,60.57
3.92,9,Clear,0,1,99,3,21,51.84
25.16,9,Clear,0,1,24,10,59,91.74
13.08,7,Fog,0,0,100,10,21,63.67
16.29,5,Rain,0,0,68,0,34,54.65
27.86,1,Clear,1,1,91,1,27,82.5
32.94,8,Rain,1,1,48,6,26,120.73
12.38,10,Fog,1,0,94,14,26,82.21
25.95,10,Fog,0,1,85,11,47,107.7
7.87,10,Clear,1,1,84,11,47,77.8
7.86,3,Fog,0,0,95,4,39,38.09
29.04,10,Rain,1,1,62,15,43,127.68
2.8,2,Fog,1,1,30,4,48,45.37
18.08,1,Fog,1,0,44,8,59,62.76
22.7,10,Fog,0,1,89,2,53,93.2
29.95,7,Clear,0,0,29,8,44,80.77
7.41,6,Clear,0,1,35,9,47,53.29
3.65,9,Fog,0,0,73,6,39,45.19
17.94,10,Fog,1,0,28,3,49,75.69
27.93,2,Rain,0,0,35,3,35,69.18
6.96,4,Rain,0,0,54,13,48,46.62
23.19,8,Rain,1,1,58,13,35,111.38
8.46,2,Rain,0,0,64,4,40,37.71
19.5,4,Clear,0,0,90,13,40,66.94
30.64,7,Fog,1,1,95,10,36,115.85
20.18,7,Clear,0,1,91,14,20,86.68
17.35,6,Clear,1,0,100,2,29,66.27
15.42,3,Fog,1,0,76,10,55,66.99
9.42,4,Fog,0,1,39,15,30,62.63
16.36,3,Fog,1,1,80,14,36,85.7
9.14,3,Clear,0,1,90,2,40,45.77
2.91,2,Fog,1,1,53,1,44,40.72
16.89,1,Rain,0,0,22,9,27,51.68
11.97,7,Rain,0,1,67,3,32,68.68
6.25,2,Fog,1,1,62,3,41,53.07
12.71,2,Fog,0,1,33,12,27,57.69
13.7,10,Fog,1,0,74,9,41,78.91
27.62,7,Fog,1,1,31,15,24,111.12
28.08,4,Fog,0,1,39,12,23,93.08
16.2,7,Fog,1,0,75,7,45,75.96
14.47,8,Fog,0,1,29,0,57,64.25
8.37,10,Clear,1,1,76,1,60,67.6
22.41,3,Fog,0,0,32,6,30,62.67
16.71,2,Rain,0,0,55,0,34,49.23
8.12,2,Clear,0,1,48,10,32,44.17
2.05,7,Clear,1,0,85,14,20,52.75
18.46,3,Clear,0,1,84,1,21,58.55
22.28,3,Fog,0,1,98,0,31,72.91
26.2,7,Rain,1,0,55,14,23,102.2
18.6,7,Rain,1,0,96,10,25,85.9
11.41,3,Rain,0,1,59,0,33,53.26
24.26,2,Fog,1,0,73,9,43,78.87
2.57,3,Rain,1,0,97,9,52,47.72
6.75,2,Rain,0,0,79,10,27,40.88
27.16,4,Clear,1,0,54,6,54,80.13
27.44,2,Rain,1,1,44,6,60,93.18
23.48,8,Clear,0,1,80,8,43,87.06
23.82,1,Fog,1,0,26,11,38,72.93
20.88,3,Fog,1,1,77,8,28,86.74
5.35,2,Rain,1,0,88,6,32,44.64
21.46,9,Clear,1,1,84,13,43,102.5
2.42,3,Rain,0,1,82,2,41,40.16
14.21,3,Rain,0,1,41,14,50,69.53
8.66,4,Fog,0,0,55,5,59,40.7
9.34,10,Rain,0,1,98,13,48,84.19
15.27,5,Clear,1,0,53,9,35,62.46
20.1,3,Rain,1,1,99,1,30,80.85
27.87,10,Clear,0,1,76,10,51,101.91
4.73,6,Fog,1,1,30,13,33,64.79
33.67,3,Clear,0,0,68,6,55,78.39
8.46,1,Rain,0,0,37,10,40,40.01
22.94,7,Clear,0,0,48,9,44,70.04
29.3,4,Fog,1,1,40,15,35,108.99
21.53,2,Rain,0,1,66,0,33,68.89
31.2,2,Clear,1,0,92,14,54,90.97
8.79,5,Clear,1,1,46,5,54,57.88
21.71,5,Fog,0,1,57,2,32,74.39
3.98,8,Rain,0,0,70,11,49,52.91
5.55,6,Rain,0,0,26,3,20,40.07
12.54,5,Rain,0,0,23,3,31,48.48
20.94,9,Clear,0,0,62,14,60,77.78
22.5,1,Fog,1,0,93,10,60,77.03
7.7,4,Fog,0,0,56,0,54,33.9
6.93,3,Clear,1,1,43,9,32,56.06
5.29,3,Fog,1,0,86,10,53,49.1
14.54,8,Fog,0,1,42,6,28,74.34
34.84,7,Rain,0,0,90,10,34,106.47
33.05,4,Rain,0,1,30,7,33,99.05
12.75,6,Fog,1,1,22,6,22,71.08
28.97,5,Clear,0,0,86,2,44,75.3
28.64,1,Clear,1,1,76,14,57,94.57
13.14,6,Clear,0,0,90,13,56,58.83
17.25,8,Fog,1,1,27,7,42,87.75
29.94,7,Clear,0,1,27,4,48,90.28
2.28,4,Clear,1,0,81,8,57,38.43
22.21,3,Clear,0,1,44,10,23,73.44
17.63,5,Clear,0,0,62,2,24,51.65
23.03,1,Fog,1,0,39,15,36,75.53
34.85,6,Fog,0,1,35,10,49,107.98
19.5,8,Fog,1,1,45,5,27,88.97
23.04,10,Rain,0,0,94,8,21,91.09
34.71,3,Clear,0,1,51,2,22,87.61
21.98,1,Fog,1,1,61,8,28,81.35
7.18,9,Clear,0,0,20,15,35,51.59
20.45,3,Clear,1,1,77,2,55,73.65
23.07,7,Fog,0,0,78,0,29,71.51
28.15,9,Clear,1,0,24,9,41,95.25
26.94,10,Fog,0,1,73,9,52,103.42
5.13,8,Fog,0,0,54,6,52,45.72
22.21,2,Clear,0,0,87,2,48,52.18
12.4,9,Rain,0,1,45,5,60,74.72
3.78,7,Fog,1,0,72,13,59,57.83
14.31,4,Clear,1,0,25,6,48,53.13
6.34,4,Fog,1,1,87,6,45,62.93
24.07,8,Rain,1,1,29,5,47,100.98
11.85,2,Clear,1,1,46,11,31,63.38
5.5,7,Clear,0,1,63,11,35,56.23
3.28,4,Fog,1,0,85,11,51,49.42
26.11,4,Rain,0,1,40,4,59,82.84
26.43,10,Clear,1,0,22,12,33,97.35
15.48,4,Rain,1,1,95,3,43,80.29
11.77,7,Rain,1,1,46,9,25,79.62
14.33,1,Clear,1,1,24,10,41,63.14
2.66,6,Rain,1,0,96,15,35,59.59
2.13,3,Fog,1,1,48,11,23,52.03
24.99,6,Fog,1,1,30,2,38,91.78
34.92,9,Clear,0,0,73,9,49,101.84
14.05,6,Clear,1,1,63,12,36,79.18
34.95,2,Fog,1,0,60,3,58,92.01
22.08,7,Rain,1,0,52,9,43,87.03
18.47,6,Clear,0,1,76,7,43,74.58
29.58,8,Clear,0,0,75,9,46,88.92
34.97,6,Clear,1,0,97,7,33,103.65
10.3,5,Fog,0,0,71,13,27,53.73
19.95,7,Rain,0,1,67,14,48,93.72
27.52,2,Clear,1,1,47,3,36,81.37
32.44,6,Rain,1,0,95,4,28,103.84
9.34,8,Clear,0,1,76,11,25,67.26
15.45,5,Clear,1,1,87,10,36,78.02
2.88,7,Clear,1,1,24,10,44,55.83
14.97,1,Rain,1,0,97,7,57,61.04
32.77,3,Fog,1,0,32,3,32,86.83
8.48,2,Rain,0,1,33,12,26,53.02
12.7,2,Fog,0,0,34,1,51,36.79
27.49,4,Rain,0,0,89,2,27,77.34
19.32,5,Clear,0,0,93,14,54,67.23
20.53,9,Fog,1,0,33,4,43,82.6
23.16,2,Clear,0,0,38,13,50,62.04
5.76,3,Fog,0,0,77,15,49,44.84
2.41,6,Clear,1,1,100,4,45,52.13
16.04,10,Clear,0,1,74,12,48,83.39
7.95,2,Fog,1,1,66,3,41,55.96
19.59,2,Clear,0,0,45,7,45,52.21
17.0,3,Fog,0,0,51,6,53,51.54
34.14,10,Fog,0,0,77,3,46,99.71
20.44,10,Fog,0,1,84,5,28,90.32
6.17,7,Rain,1,0,72,10,35,61.86
14.21,5,Fog,1,1,96,15,46,88.33
5.43,10,Fog,0,1,49,6,44,60.41
15.39,10,Fog,0,1,38,11,37,82.88
29.34,2,Rain,0,0,32,7,23,74.42
7.6,3,Rain,1,0,99,1,57,47.79
17.38,3,Clear,0,0,59,6,40,50.37
17.94,4,Fog,1,0,77,10,50,74.93
10.43,2,Fog,1,0,60,12,36,57.05
7.45,4,Clear,1,0,34,1,59,36.54
12.2,10,Rain,1,0,87,2,27,72.92
11.53,6,Rain,0,1,74,14,27,77.46
34.99,7,Clear,0,0,92,15,31,103.77
23.24,8,Clear,0,0,93,2,28,70.88
19.94,9,Clear,1,1,74,10,59,96.61
28.94,1,Clear,0,0,54,4,26,63.37
21.06,8,Rain,0,1,50,15,44,98.72
5.19,3,Fog,1,1,75,2,51,50.7
22.43,8,Clear,0,0,62,0,46,66.22
13.28,2,Clear,0,0,69,4,33,40.33
28.97,6,Clear,0,0,89,3,33,76.49
34.94,3,Clear,0,0,29,5,38,76.09
2.3,7,Fog,0,1,59,5,20,49.7
5.03,7,Clear,1,0,72,7,23,49.33
17.43,9,Rain,1,1,34,0,54,87.78
16.53,1,Rain,1,0,28,13,52,66.82
4.09,7,Clear,0,0,46,6,51,36.29
34.39,1,Clear,1,1,79,4,54,96.66
28.81,8,Rain,0,0,84,13,20,100.89
11.75,2,Fog,0,1,49,0,57,45.84
6.0,3,Rain,1,0,52,13,41,51.6
20.95,10,Rain,0,0,25,8,31,80.89
14.7,6,Fog,0,1,62,3,56,66.85
11.24,10,Rain,0,0,54,5,24,63.22
29.05,10,Rain,1,1,100,4,29,118.75
14.43,1,Fog,0,0,80,13,42,51.76
25.36,4,Rain,1,1,48,3,50,92.78
6.76,3,Fog,1,0,51,12,36,51.86
8.39,10,Clear,0,1,98,14,31,73.29
12.06,3,Clear,0,0,56,3,28,38.6
26.22,9,Rain,1,1,100,14,20,122.31
16.09,5,Rain,1,0,22,8,39,68.81
5.53,1,Clear,0,0,69,6,54,22.68
3.52,4,Fog,0,0,59,11,24,36.61
13.16,9,Clear,1,0,99,14,51,79.46
4.36,9,Fog,0,1,85,12,27,66.04
29.7,9,Fog,0,1,43,1,50,95.65
12.41,1,Rain,0,0,33,11,56,47.01
5.2,10,Rain,0,1,32,6,24,61.66
25.45,1,Rain,1,0,67,14,21,85.15
30.19,6,Fog,0,1,76,7,44,99.33
22.49,4,Rain,1,0,52,10,38,82.48
6.31,8,Rain,0,1,65,15,34,73.2
17.42,9,Fog,1,0,25,3,38,74.3
8.47,3,Rain,0,1,82,13,57,63.67
2.83,2,Rain,1,1,64,10,42,57.16
11.73,4,Fog,0,0,41,4,49,41.91
17.54,3,Clear,1,1,20,1,54,63.51
3.16,1,Fog,1,1,52,4,28,42.26
16.79,9,Rain,1,1,56,8,54,96.22
23.52,10,Clear,0,0,83,14,58,89.68
8.51,3,Rain,1,0,23,14,60,54.96
27.06,4,Fog,0,1,25,7,20,83.37
19.47,7,Fog,0,1,74,3,31,78.3
17.13,1,Fog,1,1,75,10,47,76.6
2.33,1,Clear,0,0,78,11,29,24.89
3.41,9,Fog,1,0,35,10,56,57.15
21.61,8,Fog,0,0,46,8,58,76.28
5.23,10,Fog,0,0,58,3,23,47.11
31.98,8,Fog,0,0,99,2,41,94.34
18.9,7,Rain,0,0,78,11,23,77.11
28.72,6,Rain,1,1,58,15,20,114.86
33.06,10,Clear,1,0,26,12,21,107.86
4.12,2,Rain,0,1,100,9,44,48.02
32.23,3,Clear,0,0,34,1,43,70.36
13.12,6,Clear,0,0,20,4,34,44.8
20.16,8,Rain,1,0,88,0,31,82.15
17.55,5,Clear,1,1,58,7,24,79.27
5.24,10,Rain,1,0,44,0,20,54.48
13.21,9,Rain,1,0,61,0,42,70.6
11.67,10,Clear,0,1,27,8,49,66.27
16.53,2,Fog,1,1,66,9,52,74.58
4.39,3,Clear,0,0,68,2,42,21.82
27.24,8,Clear,0,0,42,7,56,80.52
18.42,7,Fog,1,1,81,5,46,90.46
8.62,10,Rain,1,0,95,8,32,75.58
34.73,3,Rain,0,1,53,0,57,95.02
7.25,9,Fog,0,1,21,11,28,66.12
7.55,8,Rain,0,1,100,9,31,69.33
15.7,9,Clear,0,1,56,1,39,67.01
22.41,4,Fog,0,1,63,14,37,85.58
25.65,7,Fog,1,1,86,10,37,107.78
25.44,4,Fog,1,1,95,11,27,102.43
15.99,6,Fog,0,0,32,6,21,56.52
14.61,2,Rain,0,1,59,7,58,63.89
30.86,4,Clear,1,1,60,9,37,99.44
22.14,6,Clear,0,1,82,3,46,75.3
32.6,2,Rain,1,1,58,8,28,105.17
8.53,8,Clear,1,0,61,5,36,54.14
33.66,5,Fog,1,0,28,5,24,96.97
15.25,10,Clear,1,0,55,7,42,72.4
10.87,3,Clear,1,1,44,1,35,54.47
31.58,10,Fog,1,1,78,3,58,118.86
7.4,2,Fog,1,1,37,2,33,49.14
19.76,1,Rain,0,1,37,15,50,75.52
21.48,6,Fog,1,0,48,12,37,85.55
27.79,8,Fog,1,1,32,12,32,113.3
7.18,8,Clear,1,1,50,5,58,63.59
29.15,6,Clear,1,1,37,6,21,99.31
26.68,5,Clear,0,0,31,11,33,73.7
34.29,4,Clear,0,0,99,11,47,91.92
14.79,3,Clear,0,1,30,7,38,57.52
8.17,4,Clear,1,0,44,7,36,44.12
31.88,10,Clear,0,0,37,2,58,88.57
14.05,5,Rain,1,0,24,5,41,60.84
4.45,10,Fog,1,1,58,12,28,74.98
15.27,7,Clear,1,1,58,14,46,85.13
14.3,7,Clear,1,0,97,0,59,59.72
11.34,2,Fog,1,1,60,0,39,56.01
5.05,8,Fog,0,1,72,0,58,52.29
24.31,1,Rain,1,1,64,6,28,85.97
33.26,10,Fog,1,1,20,2,49,117.38
4.09,4,Rain,1,0,56,6,43,43.89
18.1,8,Clear,0,1,56,14,38,81.45
26.37,7,Clear,1,1,93,13,44,108.37
13.7,10,Clear,0,0,83,8,56,63.66
16.87,3,Clear,1,1,40,7,34,68.66
9.91,8,Fog,0,0,32,10,23,57.25
12.69,9,Fog,1,0,29,7,41,71.52
27.63,10,Rain,0,0,48,6,53,90.8
12.41,8,Fog,1,0,53,10,57,71.74
22.4,8,Clear,0,1,71,7,34,85.72
17.83,1,Rain,1,0,80,14,28,72.64
34.79,5,Fog,1,0,37,5,45,96.42
29.7,2,Fog,0,1,69,10,28,92.08
15.66,4,Fog,1,1,56,2,55,70.56
27.68,9,Rain,0,0,49,1,48,83.56
16.59,6,Fog,1,0,59,7,53,69.82
22.67,7,Clear,0,0,100,11,49,76.81
9.65,10,Rain,1,1,79,2,45,79.43
17.1,7,Clear,0,1,45,5,49,68.74
3.95,6,Rain,0,0,81,3,34,38.5
4.46,7,Rain,1,1,100,11,48,74.19
5.37,8,Clear,1,1,60,2,56,57.39
22.8,2,Rain,1,0,25,12,39,76.22
22.29,9,Clear,1,1,96,2,58,95.14
8.05,10,Fog,1,1,94,14,50,86.11
32.59,3,Clear,0,0,76,14,56,84.4
18.43,9,Rain,0,0,72,1,20,71.76
7.87,5,Fog,1,0,80,4,53,52.76
33.11,2,Rain,1,0,48,9,54,94.61
31.26,8,Fog,0,1,22,6,54,101.93
29.1,7,Rain,0,1,46,1,35,94.01
10.77,1,Clear,1,1,73,0,56,49.69
10.14,9,Clear,0,1,94,0,43,61.28
14.53,10,Rain,0,1,32,12,20,83.8
7.61,8,Fog,1,0,29,5,47,57.13
18.03,2,Rain,1,0,81,11,49,73.77
5.92,7,Rain,0,0,62,3,22,43.53
25.9,10,Clear,0,1,41,9,36,97.18
6.88,3,Clear,0,1,59,13,60,49.6
10.8,8,Fog,1,1,47,0,59,69.58
29.49,6,Fog,1,0,91,2,46,90.59
31.58,9,Rain,0,0,61,5,56,96.21
6.14,6,Fog,0,1,57,4,42,49.99
17.5,1,Clear,0,0,53,15,32,52.67
31.43,9,Rain,1,0,42,3,56,103.18
17.35,9,Rain,0,0,67,12,56,77.91
10.06,3,Fog,1,0,73,4,37,50.19
32.83,2,Clear,1,0,59,9,29,86.92
6.95,8,Clear,0,0,24,9,38,44.06
11.53,3,Rain,0,1,50,9,39,59.34
5.28,10,Fog,0,1,49,15,60,70.29
32.15,6,Rain,0,0,59,2,52,87.7
27.19,4,Fog,0,0,92,5,36,75.64
20.18,2,Fog,0,1,61,15,29,77.2
33.2,10,Fog,0,0,49,4,57,96.98
17.94,9,Fog,1,0,35,14,35,86.34
15.0,7,Fog,1,0,83,4,23,69.74
8.84,7,Fog,0,0,86,7,56,54.07
18.43,2,Clear,1,0,88,13,36,69.37
15.09,4,Clear,0,0,58,13,41,56.49
27.79,6,Rain,0,0,60,0,59,77.13
26.53,3,Clear,0,0,78,14,35,74.58
18.6,4,Rain,0,1,56,13,33,81.74
5.49,7,Rain,1,0,84,2,60,54.39
5.95,4,Fog,1,0,44,9,41,49.2
25.37,2,Rain,0,1,33,11,42,85.91
16.61,10,Rain,1,0,34,9,48,84.71
19.89,1,Clear,0,0,20,4,57,44.77
15.05,4,Fog,0,0,78,1,50,48.12
2.59,6,Clear,0,1,84,2,36,39.92
31.64,10,Clear,1,0,76,12,37,108.41
14.28,5,Fog,1,0,33,11,41,66.58
18.7,3,Rain,1,0,26,1,58,62.95
18.94,8,Fog,0,1,84,10,57,86.09
29.44,10,Clear,1,1,92,4,33,109.9
20.58,6,Fog,1,0,71,10,43,81.45
25.46,2,Fog,0,1,49,14,49,86.13
10.77,10,Rain,0,1,23,5,52,69.74
10.4,8,Rain,1,1,54,5,59,78.0
9.56,7,Fog,0,0,23,12,44,54.27
19.49,1,Clear,1,0,46,13,38,65.45
25.47,2,Clear,1,0,48,4,34,70.29
31.12,10,Clear,1,0,31,7,32,101.08
12.49,1,Clear,0,0,55,1,38,30.81
9.77,1,Rain,1,1,41,12,21,66.37
5.09,6,Rain,0,0,61,13,20,48.99
4.23,8,Fog,0,0,95,8,27,47.86
13.09,2,Fog,0,1,41,7,30,56.07
14.31,9,Fog,0,1,59,12,36,80.45
31.68,6,Rain,1,0,34,15,21,108.34
31.86,7,Rain,0,0,56,8,45,93.36
15.11,10,Clear,0,0,63,15,22,73.39
34.54,5,Rain,0,0,60,2,55,88.61
2.62,5,Rain,0,0,83,13,20,44.26
24.86,4,Clear,0,1,87,2,36,76.84
16.72,5,Fog,0,0,27,9,22,59.78
19.94,2,Fog,0,1,35,3,34,64.01
2.28,10,Fog,1,0,41,2,35,48.69
30.55,1,Fog,1,0,97,3,50,82.53
9.81,10,Clear,0,1,73,15,29,76.49
12.87,5,Fog,0,1,51,7,42,62.66
28.8,3,Clear,0,0,68,7,21,72.2
13.9,3,Fog,0,1,68,2,32,58.06
6.56,2,Rain,0,1,55,1,56,44.2
33.92,4,Fog,1,0,63,12,43,101.49
13.31,5,Rain,1,1,54,9,54,81.01
28.91,1,Fog,1,0,34,9,36,82.22
10.92,7,Fog,0,1,26,7,24,62.48
16.01,1,Fog,0,1,40,10,48,63.02
11.63,1,Rain,0,0,97,10,58,47.66
14.82,10,Clear,0,1,57,1,31,69.73
14.93,5,Rain,0,1,81,7,25,74.4
17.35,5,Fog,0,1,84,11,46,79.47
16.88,9,Rain,1,1,29,11,57,94.36
20.18,1,Rain,1,0,100,5,37,68.57
3.48,7,Clear,1,0,70,3,47,40.63
4.9,1,Fog,1,0,53,2,49,31.83
4.98,2,Fog,1,0,86,10,60,46.56
5.52,6,Rain,1,0,59,3,50,48.69
28.15,5,Fog,0,1,75,9,43,95.0
13.3,6,Fog,0,0,34,2,49,49.08
9.96,6,Rain,1,0,68,2,38,58.2
9.83,4,Fog,1,1,41,3,39,62.3
21.88,4,Rain,1,0,63,15,52,85.79
22.53,2,Rain,0,0,100,2,29,63.36
33.68,2,Rain,0,1,91,11,51,101.99
18.07,10,Clear,1,1,34,7,55,90.69
8.25,6,Rain,0,0,25,12,53,52.24
27.86,5,Fog,1,1,23,9,25,101.13
23.48,2,Clear,1,1,31,12,60,82.68
27.77,3,Rain,0,1,48,9,41,89.89
29.7,5,Clear,0,1,93,2,42,85.54
